;New York;Los Angeles;Chicago;Miami;Dallas;Philadelphia;Houston;Washington;Atlanta;Boston;Phoenix;Seattle;San Francisco;Detroit;San Diego;Minneapolis;Tampa;Denver;Brooklyn;Queens;Baltimore;Riverside;Saint Louis;Las Vegas;Portland;San Antonio;Sacramento;San Jose;Orlando;Cleveland;Pittsburgh;Cincinnati;Manhattan;Austin;Kansas City;Indianapolis;Columbus;Virginia Beach;Charlotte;Bronx;Milwaukee;Providence;Jacksonville;Salt Lake City;Nashville;Memphis;Richmond;New Orleans;Raleigh;Louisville;Oklahoma City;Bridgeport;Buffalo;Hartford;Fort Worth;Tucson;El Paso;Honolulu;Omaha;McAllen;Albuquerque;Birmingham;Dayton;Rochester;Sarasota;Fresno;Allentown;Tulsa;Concord;Cape Coral;Springfield;Colorado Springs;Charleston;Grand Rapids;Mission Viejo;Albany;Knoxville;Baton Rouge;Bakersfield;Ogden;New Haven;Columbia;Akron;Provo;Worcester;Mesa;Palm Bay;Toledo;Murrieta;Wichita;Des Moines;Staten Island;Long Beach;Greenville;Little Rock;Harrisburg;Denton;Madison;Reno;Port Saint Lucie;Oakland;Winston-Salem;Indio;Durham;Syracuse;Chattanooga;Lancaster;Spokane;Palm Coast;Arlington;Bonita Springs;Poughkeepsie;Stockton;Oxnard;Augusta;Scranton;Boise;Modesto;Kissimmee;Youngstown;Aurora;Anaheim;Lancaster;Victorville;Pensacola;Fayetteville;Corpus Christi;Jackson;Greensboro;Flint;Santa Ana;Fort Wayne;Ann Arbor;Fayetteville;Santa Rosa;Lansing;Mobile;Lexington;Huntsville;Santa Clarita;Asheville;Saint Paul;Fort Collins;Antioch;Henderson;Trenton;Lakeland;Shreveport;Davenport;Springfield;
Oakland;4118.86;533.472;2963.12;4149.4;2367.7;4034.26;2622.82;3902.75;3415.45;4315.42;1027.13;1093.17;20.2656;3336.55;719.257;2527.91;3838.18;1516.66;4117.82;4128.12;3926.9;609.957;2780.67;641.376;862.164;2371.87;108.305;63.2701;3910.87;3463.55;3621.41;3262.95;4113.46;2394.32;2403.92;3113.22;3376.89;4045.61;3680.35;4120.23;2936.43;4299.07;3794.75;944.846;3133.64;2884.76;3899.82;3082.97;3849.92;3184.28;2212.96;4167.85;3677.67;4197.41;2317.42;1206.95;1582.48;3868.9;2268.35;2588.53;1422.5;3215.35;3277.83;3774.04;3862.93;241.778;3992.75;2337.47;27.6555;3947.24;4201.91;1525.02;3841.29;3124.52;620.927;4089.56;3385.91;2960.66;392.53;957.935;4187.46;3713.62;3482.21;952.49;4257.99;1066.4;3994.83;3304.03;652.518;2180.61;2472.16;4102.79;574.379;3558.83;2687.29;3882.53;2318.49;2820.67;283.782;4054.71;0;3701.75;703.061;3822.84;3894.41;3299.78;3936.18;1165.09;3868.65;2340.08;3980.92;4097.93;82.1067;483.924;3635.93;3960.75;819.268;108.106;3912.93;3554.63;1529.08;589.379;499.831;567.476;3305.66;2491.24;2567.44;2960.94;3739.51;3283.77;596.614;3180.59;3285.93;3845.33;84.6033;3214.98;3213.81;3289.12;3189.55;502.252;3519.1;2540.42;1507.4;42.4687;668.086;4060.05;3878.11;2640.64;2722.18;2542.58;
Winston-Salem;751.623;3454.77;904.09;1147.42;1555.41;624.305;1574.3;423.002;459.986;1049;2905.47;3658.81;3722.02;739.862;3378.63;1472.79;924.822;2189.57;746.84;763.783;479.183;3369.6;925.587;3124.51;3671.07;1855.76;3623.02;3679.78;853.809;610.046;482.858;503.779;755.519;1747.35;1301.45;657.945;493.233;383.803;112.025;766.736;1016.53;993.541;654.988;2790.99;585.753;885.037;294.331;1122.13;148.608;529.737;1555.8;834.054;765.607;908.208;1607.46;2840.2;2451.3;7550.79;1482.89;2027.62;2380.72;661.776;535.091;817.474;998.027;3511.53;650.744;1403.65;3679.65;1064.49;943.055;2176.78;366.752;891.532;3402.36;916.49;331.974;1189.38;3477.64;2794.9;860.013;237.056;564.176;2767.03;999.59;2877.04;903.338;681.765;3362.02;1527.18;1304.37;729.22;3441.73;236.929;1106.17;549.737;1574.79;1100.63;3469.95;981.18;3701.75;0;3271.86;122.802;848.065;465.498;558.442;3295.8;735.65;1590.55;1093.43;828.751;3619.93;3521.4;346.49;711.327;3154.79;3599.63;873.94;556.58;2176.59;3413.67;3418.31;3349.69;899.989;1248.43;1861.61;1006.62;39.0102;823.641;3418.86;697.862;748.51;162.13;3731.48;822.414;945.792;430.281;598.871;3454.58;214.976;1461.51;2211.59;3661.74;3109.01;663.755;908.868;1306.28;1080.72;1167.87;
Indio;3788.01;204.807;2650.81;3568.57;1810.43;3688.56;2015.2;3532.84;2929.32;4018.83;384.103;1625.95;716.568;3033.71;130.016;2323.81;3272.55;1212.3;3786.11;3798.51;3565.31;109.521;2386.61;291.216;1421.54;1740.31;713.528;644.364;3356.72;3140.2;3277.12;2885.82;3784.2;1781.28;2024.4;2749.37;3019.98;3638.89;3232.5;3792.36;2656.58;3992.97;3264.44;870.571;2687.36;2406.36;3503.44;2509.48;3419.9;2783.9;1721.67;3847.38;3385.78;3888.35;1756.93;529.723;939.706;4295.59;1961.31;1919;892.228;2716;2915.3;3488;3288.69;468.302;3657.55;1868.86;701.269;3367.43;3899.52;1174.7;3355.94;2837.85;132.185;3796.06;2943.08;2387.03;313.375;914.026;3869.63;3245;3150.25;830.535;3959.48;420.057;3437.62;2984.71;90.3441;1757.92;2165.61;3769.51;178.237;3099.33;2192.69;3539;1769.23;2544.85;722.362;3490.15;703.061;3271.86;0;3394.66;3606.38;2835.34;3589.1;1552.46;3329.1;1778.86;3398.82;3785.79;656.903;276.6;3151.58;3640.79;1097.05;611.199;3356.17;3223.62;1220.38;150.4;207.867;135.597;2751.56;2024.8;1918.61;2424.74;3310.72;2996.3;152.326;2848.02;2980.89;3401.24;782.319;2920.96;2658.99;2887.96;2713.37;221.887;3072.62;2334.82;1244.9;688.147;276.074;3719.03;3315.62;2090.8;2407.14;2107.74;
Durham;680.473;3577.52;999.883;1140.51;1674.38;556.4;1683.53;365.421;560.489;974.579;3028.19;3767.86;3843.11;798.477;3501.41;1568.86;948.536;2309.76;675.405;692.198;421.099;3492.38;1044.84;3246.9;3783.61;1968.4;3743.65;3801.19;864.925;656.886;504.683;605.958;685.697;1861.26;1421.26;762.689;571.179;269.484;194.189;696.803;1105.44;916.728;678.803;2910.08;708.383;1006.08;214.201;1218.78;28.5684;645.714;1678.39;762.456;769.706;838.522;1726.71;2962.38;2572.49;7673.14;1597.75;2130.8;2503.51;770.804;627.946;806.854;1020.46;3633.39;594.026;1526.43;3800.64;1078.61;875.534;2297.98;365.237;968.085;3525.16;863.106;454.011;1292.06;3600.11;2913.43;787.675;282.579;611.084;2886.75;928.791;2999.71;904.146;750.556;3484.82;1649.42;1415.9;658.742;3564.51;338.453;1227.14;509.211;1694.74;1195.22;3589.94;977.523;3822.84;122.802;3394.66;0;819.957;583.043;505.935;3404.05;748.851;1709.53;1104.53;767.861;3740.97;3644.11;410.372;665.344;3270.1;3720.92;885.554;589.065;2296.84;3536.46;3540.98;3472.41;985.786;1371.16;1967.63;1116.66;84.0042;884.072;3541.65;785.243;814.201;99.755;3852.08;892.431;1038.45;543.823;715.951;3577.28;332.389;1557.27;2330.71;3782.75;3231.48;594.741;926.704;1422.21;1187.4;1290.42;
Syracuse;319.102;3762.79;955.801;1954.15;2129.04;347.598;2256.86;465.713;1257.47;421.218;3279.45;3591.52;3914.18;573.048;3727.46;1383.55;1766.33;2411.94;322.01;320.303;417.263;3689.8;1281.36;3401.88;3660.08;2497.22;3800.57;3886.61;1684.88;487.601;429.773;823.481;308.975;2379.94;1599.63;908.896;662.906;701.403;959.823;307.911;959.874;410.699;1495.82;2949.58;1187.61;1481.64;623.14;1891.27;829.704;967.39;2015.97;318.466;220.607;317.487;2172.67;3262.27;2927.96;7753.21;1648.88;2737.52;2759.18;1406.14;762.973;120.367;1838.81;3744.1;277.429;1853.68;3869.08;1898.53;312.509;2435.2;1185.19;773.156;3728.38;195.64;1031.89;1929.53;3750.92;2938.42;327.631;1082.93;494.499;2944.26;364.732;3258.86;1722.54;629.895;3692.7;1886.07;1442.96;319.33;3759.02;1058.42;1676.08;313.62;2128.01;1075.22;3630.4;1793.89;3894.41;848.065;3606.38;819.957;0;1183.66;333.708;3227.84;1568.63;2161.86;1924.44;236.095;3813.24;3821.49;1193.32;186.193;3211.68;3803.27;1705.51;429.717;2401.74;3732.59;3714.07;3655.78;1708.63;1723.61;2557.48;1714.54;834.087;613.331;3740.03;773.554;626.038;917.749;3905.18;686.464;1735.2;895.118;1296.59;3754.64;996.359;1370.59;2401.6;3852.19;3393.79;333.574;1746.06;1940.3;1199.24;1592.6;
Chattanooga;1173.03;3023.1;782.21;1139.08;1091.52;1046.54;1117.37;846.19;163.512;1467.21;2463.11;3354.51;3319.98;834.64;2938.08;1293.73;829.929;1806.09;1168.85;1185.41;897.86;2935.66;595.827;2704.11;3342.87;1392.9;3226.67;3273.72;820.068;777.764;755.938;457.933;1174.77;1283.21;939.925;529.829;582.331;849.262;402.065;1185.73;919.662;1416.93;623.473;2414.58;185.422;430.231;748.248;707.655;604.212;346.602;1113.67;1253.31;1031.35;1322.03;1144.03;2388.72;1993.41;7126.18;1167.47;1582.01;1943.21;222.534;532.283;1114.84;896.729;3099.62;1054.8;970.136;3278.92;986.37;1352.11;1780.49;547.935;878.673;2966.79;1300.57;154.663;752.645;3054.68;2423.95;1279.63;413.962;743.913;2384.42;1412.74;2433.23;898.95;747.891;2925.68;1120.55;1026.45;1150.48;3007.91;264.055;649.344;936.027;1112.95;959.998;3081.1;981.162;3299.78;465.498;2835.34;583.043;1183.66;0;962.695;2999.36;720.382;1126.66;1023.28;1230.43;3218.64;3091.14;348.071;1093.07;2809.14;3195.4;834.522;782.257;1792.51;2979.7;2990.01;2919.38;545.084;813.96;1410.27;551.56;503.446;894.982;2984.3;669.768;812.406;570.6;3335.11;852.552;556.446;338.419;133.414;3024.88;250.879;1285.03;1839.76;3260.89;2686.74;1085.66;839.495;840.943;859.396;759.807;
Lancaster;213.973;3757.46;976.117;1626.4;1994.61;99.4595;2073.83;140.579;1003.66;504.527;3243.34;3728.89;3956.27;625.397;3705.06;1491.1;1453.49;2427.14;210.438;226.138;86.2231;3678.99;1208.04;3406.39;3777.5;2336.15;3847.64;3922.75;1366.03;480.233;315.031;709.878;214.176;2221.95;1564.82;839.764;569.128;368.584;669.144;224.778;1026.18;455.367;1184.37;2996.79;1012.3;1322.51;297.346;1660.27;511.155;832.666;1927.79;291.561;382.258;359.385;2042.58;3205.76;2845.19;7805.05;1667.89;2543.93;2716.24;1181.22;674.092;364.361;1524.95;3769.09;93.2414;1765.97;3911.95;1579.93;390.537;2436.52;867.785;843.34;3715.43;358.822;808.313;1714.45;3759.63;2991.34;317.774;782.522;455.8;2984.17;450.356;3219.31;1399.03;638.149;3677.59;1836.15;1464.23;192.098;3749.86;788.067;1534.05;55.9223;2002.47;1138.98;3682.94;1468.2;3936.18;558.442;3589.1;505.935;333.708;962.695;0;3362.63;1251.58;2028.93;1604.22;271.703;3854.22;3819.78;902.781;160.69;3300.33;3840.12;1386.75;385.321;2415.68;3722.59;3713.42;3650.52;1452.67;1622.09;2370.14;1512.65;536.389;698.482;3729.15;755.591;669.467;599.521;3954.44;749.984;1491.39;738.441;1088.79;3752.51;740.547;1478.21;2429.32;3894.55;3395.25;132.233;1430.13;1776.08;1214.32;1507.18;
Spokane;3506.41;1509.23;2420.17;4052.6;2396.8;3451.84;2739.33;3370.91;3148.91;3637.16;1629.86;366.418;1174.95;2737.53;1649.88;1872.22;3721.86;1335.35;3506.84;3513.07;3378.86;1526.6;2406.9;1284.33;463.474;2592.19;1063.21;1207.57;3760.06;2886.84;3066.63;2798.83;3498.75;2558.42;2067.54;2641.59;2865.52;3570.27;3311.42;3502.81;2343.06;3636.49;3594.61;882.176;2814.47;2661.46;3415.63;3053.48;3432.62;2771.2;2130.53;3535.59;3032.39;3545.2;2362.95;1811.57;1990.01;4638.03;1832.65;2912.97;1658.01;2997.37;2786.11;3112.56;3767.41;1225.57;3395.51;2183.52;1140.07;3860.84;3538.93;1414.44;3536.94;2520.54;1563.24;3419.29;3033.38;2945.11;1375.67;836.676;3549.78;3384.14;2918.29;945.699;3585.83;1656.95;3845.9;2735.39;1567.45;1972.48;1993.93;3495.34;1542.5;3223.73;2525.83;3306.71;2338.19;2235.68;923.195;3920.6;1165.09;3295.8;1552.46;3404.05;3227.84;2999.36;3362.63;0;3684.99;2383.21;3898.5;3456.48;1122.61;1504.98;3345.86;3340.57;461.705;1152.49;3768.52;2982.9;1348.53;1538.02;1443.93;1461.05;3204.82;2303.94;2816.58;2854.53;3328.37;2664.86;1549.46;2646.97;2695.4;3455.9;1110.52;2613.47;3123.82;2866.34;2925;1476.18;3161.35;1885.03;1262.94;1134.03;1310.66;3468.13;3750.79;2608.57;2216.71;2284.04;
Palm Coast;1406.55;3528.05;1484.91;429.799;1518.8;1290.15;1366.11;1111.3;557.587;1687.24;2945.66;4033;3888.48;1437.88;3416.15;2013.35;207.816;2431.55;1401.26;1417.32;1165.63;3435.52;1306.18;3244.48;4003.65;1670.6;3806.47;3835.21;118.247;1328;1217.57;1108.65;1413.36;1591.6;1618.24;1222.92;1172.41;934.832;631.57;1424;1618.63;1626.42;97.4125;3036.07;900.448;1026.95;954.522;839.646;740.863;1041.55;1659.13;1485.47;1501.17;1562.34;1572.19;2834.85;2416.34;7612.49;1865.62;1709.12;2458.23;688.022;1170.13;1549.53;275.56;3651.82;1336.14;1550.75;3850.33;330.143;1601.57;2388.86;384.003;1543.4;3460.97;1604.09;758.295;957.002;3582.46;3052.06;1508.87;501.207;1283.58;2998.26;1648.8;2911.18;181.78;1364.53;3418.2;1740.81;1740.17;1386.37;3506.77;598.368;1193.66;1257.87;1561.71;1671.34;3675.03;264.855;3868.65;735.65;3329.1;748.851;1568.63;720.382;1251.58;3684.99;0;1550.24;357.886;1503.69;3789.86;3598.96;432.517;1412.03;3459.18;3761.46;138.29;1286.6;2417.56;3478.57;3505.05;3430.17;580.993;1407.25;1586.57;908.93;741.005;1515.18;3481.32;1331.65;1433.64;652.4;3913.51;1494.61;672.774;990.855;766.131;3535.43;681.778;2004.44;2478.38;3832.31;3223;1326.11;178.782;1238.75;1579.68;1403.65;
Arlington;2242.56;1978.12;1313.52;1809.34;35.1428;2123.21;363.45;1935.16;1186.57;2520.2;1395.49;2688.11;2359.45;1635.55;1867.09;1403.54;1501.02;1047.92;2239.21;2254.57;1980.21;1885.38;906.034;1705.53;2606.46;382.831;2286.91;2302.2;1580.13;1677.82;1752.23;1341.26;2241.97;273.313;750.815;1258.82;1500.58;1973.95;1526.75;2252.12;1403.09;2478.39;1486.62;1592.48;1023.18;711.578;1862.15;742.895;1730.87;1203.03;309.838;2316.74;1959.06;2376.04;22.6851;1291.35;879.725;6066.69;956.919;727.267;918.094;965.725;1398.93;2061.19;1523.34;2115.14;2114.16;397.339;2323.72;1607.17;2399.05;971.245;1603.02;1519.12;1910.74;2321.68;1262.03;620.692;2036.4;1620.52;2342.27;1512.06;1667.42;1542.79;2461.72;1361.23;1662.26;1556.45;1867.98;555.208;1034.36;2220.95;1956.56;1383.54;495.037;1989.75;57.5988;1337.57;2171.05;1718.39;2340.08;1590.55;1778.86;1709.53;2161.86;1126.66;2028.93;2383.21;1550.24;0;1640.87;2275.85;2263.77;2049.18;1404.11;2128.21;2055.87;2232.06;1580.49;1733.13;1034.84;1928.38;1956.39;1881.04;973.789;462.837;554.579;649.497;1628.99;1641.76;1931.09;1413.64;1587.11;1693.45;2391.52;1565.66;881.2;1291.38;994.465;1986.05;1377.14;1405.25;1123.1;2305.91;1682.34;2159.99;1542.42;312.987;1141.04;609.654;
Bonita Springs;1751.08;3601.81;1803.93;169.762;1613.65;1638.07;1387.21;1464.49;861.688;2024.87;3015.34;4236.45;4000.27;1786.2;3474.89;2309.03;193.439;2604.89;1745.76;1761.45;1518.05;3507.4;1577.39;3345.11;4189.09;1679.17;3927.2;3942.64;240.09;1681.38;1574.92;1444.03;1758.37;1621.42;1851.15;1546.11;1519.66;1275.11;988.506;1768.78;1940.41;1963.52;442.278;3196.83;1189.84;1247.65;1306.88;897.982;1095.18;1362.16;1806.7;1828.36;1859.01;1904.93;1663.54;2885.51;2465.06;7643.84;2111.47;1639.9;2558.63;931.974;1509.33;1907.16;132.681;3754.91;1686.91;1723.56;3964.59;38.2588;1944.73;2550.83;739.324;1879.5;3528.95;1953.42;1088.49;1020.27;3670.14;3217.77;1850.94;858.282;1637.45;3153.7;1989.41;2978.81;212.615;1710.09;3485.77;1928.88;2008.52;1731.57;3576.99;944.598;1373.58;1612.64;1664.25;1983.23;3807.48;172.596;3980.92;1093.43;3398.82;1104.53;1924.44;1023.28;1604.22;3898.5;357.886;1640.87;0;1851.16;3904.62;3673.56;779.803;1764.9;3638.87;3872.89;219.697;1642.73;2590.88;3549.22;3585.53;3509.01;696.766;1595.2;1551.04;1051.18;1098.83;1861.4;3550.77;1666.98;1779.03;1006.89;4032.15;1836.33;782.999;1323.39;1037.34;3612.64;1027.23;2301.06;2660.81;3946.77;3321.28;1673;189.74;1345.8;1873.19;1620.68;
Poughkeepsie;111.262;3947.64;1140.52;1860.94;2241.97;213.559;2336.28;406.342;1275.26;244.396;3449.67;3820.87;4117.83;761.705;3904.68;1602.35;1708.44;2603.18;116.201;105.596;349.929;3872.18;1425.81;3590.47;3885.43;2593.01;4005.86;4088.1;1615.64;645.592;526.351;939.26;101.425;2477.68;1765.79;1050.88;785.406;581.143;938.626;94.049;1162.32;208.045;1441.65;3153.9;1268.97;1575.92;554.173;1930.84;769.53;1073.09;2156.32;82.4293;426.84;103.004;2288.49;3422.34;3073.5;7962.22;1839.01;2809.38;2925.23;1450.31;891.217;344.632;1778.76;3941.27;178.525;1993.7;4072.96;1828.85;123.523;2620.76;1122.35;974.068;3909.86;108.495;1075.79;1982.96;3941.65;3144.7;93.3094;1048.38;637.562;3145.97;186.012;3427.39;1642.44;801.939;3873.18;2046.21;1632.83;125.067;3942.2;1059.64;1782.61;294.575;2246.58;1278.08;3837.4;1707.64;4097.93;828.751;3785.79;767.861;236.095;1230.43;271.703;3456.48;1503.69;2275.85;1851.16;0;4016.4;4007.95;1171.18;148.669;3429.41;4004.93;1636.37;564.72;2592.44;3915.38;3900.87;3840.54;1724.36;1855.21;2634.03;1778.35;805.094;815.843;3922.44;937.937;812.956;856.636;4111.32;883.006;1762.84;985.883;1354.43;3940.85;1011.95;1589.34;2597.73;4055.88;3581.1;178.246;1682.44;2032.73;1384.68;1732.66;
Stockton;4037.09;502.589;2881.3;4072.93;2291.1;3952.32;2549.73;3820.66;3334.83;4234.2;964.702;1075.57;102.329;3254.96;686.44;2447.87;3760.85;1434.57;4036.03;4046.36;3844.85;570.759;2698.67;570.544;847.967;2301.71;67.034;88.7037;3832.82;3381.74;3539.43;3180.85;4031.7;2322.09;2321.91;3031.11;3294.82;3963.56;3598.78;4038.49;2855.05;4217.68;3715.57;863.817;3052.19;2804.17;3817.74;3006.64;3768.06;3102.27;2133.39;4086.22;3596.36;4115.96;2241.09;1148.03;1515.81;3950.89;2186.37;2524;1346.87;3135.24;3195.74;3692.87;3786.13;188.601;3910.91;2257.01;60.5177;3870.79;4120.56;1443.24;3760.49;3043.11;586.856;4008.35;3304.33;2884.45;355.343;877.727;4105.87;3632.44;3400.31;870.731;4176.73;1003.88;3916.92;3222.23;614.705;2099.23;2390.26;4020.99;543.604;3477.51;2607.36;3800.6;2241.48;2739.3;216.06;3977.2;82.1067;3619.93;656.903;3740.97;3813.24;3218.64;3854.22;1122.61;3789.86;2263.77;3904.62;4016.4;0;461.821;3555.16;3879.08;757.251;46.4399;3835.02;3472.76;1447;555.271;460.565;522.387;3227.95;2410.59;2499.31;2882.52;3657.66;3202.4;563.626;3098.64;3204.3;3763.66;132.59;3133.48;3136.2;3207.1;3108.74;469.48;3437.55;2460.36;1425.36;42.4668;598.303;3978.16;3800.56;2563.25;2640.27;2461.18;
Oxnard;4015.08;71.9063;2868.59;3843.29;2080.25;3919.16;2291;3769.05;3189.66;4237.48;658.268;1515.61;492.682;3250.73;243.888;2507.38;3545.62;1411.19;4013.39;4025.29;3799.56;167.094;2624.59;421.842;1294.99;2016.9;527.27;420.857;3628.52;3363.21;3506.12;3121.76;4010.84;2057.23;2256.42;2981.39;3251.31;3884.09;3485.82;4018.67;2865.25;4214.1;3532.89;971.328;2938.87;2663.77;3745.93;2782.72;3669.81;3025.16;1978.79;4071.9;3601.18;4109.98;2027.08;805.195;1216.25;4035.37;2172.61;2192.3;1150.33;2978.34;3147.67;3702.16;3562.66;292.972;3885.38;2121.83;490.338;3641.96;4119.4;1387.27;3616.95;3049.44;155.275;4013.25;3194.59;2660.13;129.319;1006.22;4093.52;3502.59;3375.58;946.796;4178.49;695.146;3709.85;3206.01;196.458;1999.09;2378.57;3997.15;103.634;3354.77;2452.64;3768.63;2037.66;2751.67;598.22;3763.25;483.924;3521.4;276.6;3644.11;3821.49;3091.14;3819.78;1504.98;3598.96;2049.18;3673.56;4007.95;461.821;0;3412.03;3864.6;1076.23;416.274;3628.29;3448.98;1420.85;128.389;107.594;171.809;3022.72;2278.11;2194.67;2692.77;3560.11;3208.88;130.324;3072.28;3198.28;3654.13;568.255;3135.02;2930.12;3129.78;2971.24;67.2813;3325.26;2518.96;1430.93;481.693;427.847;3948.52;3588.37;2360.22;2624.24;2354.21;
Augusta;1088.54;3343.02;1063.49;861.85;1369.54;962.778;1321.87;764.909;222.371;1384.06;2774.66;3701.8;3656.08;1006.91;3250.1;1607.67;598.278;2150.21;1083.56;1100.45;821.343;3253.93;939.678;3032.51;3690.94;1618.19;3564.95;3608.24;547.69;902.691;808.385;678.359;1093.27;1518.42;1287.98;800.301;740.766;664.131;234.524;1104.45;1194.44;1326.66;339.243;2759.04;531.665;751.915;622.521;828.374;416.7;623.799;1434.21;1170.85;1097.05;1246.34;1423.65;2688.56;2282.85;7446.75;1513.32;1747.83;2261.76;439.008;738.171;1156.92;671.527;3431.74;994.201;1299.48;3615.57;747.276;1282.52;2121.58;205.575;1111.91;3283.55;1261.49;336.738;914.523;3380.74;2769.32;1196.35;131.294;859.317;2727.68;1337.15;2743.26;613;932.383;3241.84;1461.35;1365.27;1066.51;3326.11;165.883;959.388;896.04;1399.71;1254.31;3421.87;695.579;3635.93;346.49;3151.58;410.372;1193.32;348.071;902.781;3345.86;432.517;1404.11;779.803;1171.18;3555.16;3412.03;0;1057.35;3156.82;3530.79;566.133;869.229;2136.54;3297.82;3312.58;3240.62;582.06;1144.84;1592.99;769.291;366.404;1083.29;3301.92;900.756;1001.47;342.695;3673.25;1062.11;643.299;563.006;446.5;3346.33;249.269;1597.99;2185.77;3597.51;3014.05;1001.74;590.417;1098.45;1180.71;1103.04;
Scranton;165.901;3803.88;999.597;1786.48;2094.42;161.635;2193.48;300.737;1146.61;392.645;3303.09;3705.88;3980.71;624.949;3759.21;1477.73;1613.53;2461.87;166.545;172.612;246.903;3727.83;1277.46;3447.85;3764.75;2447.62;3869.59;3949.99;1526.64;501.403;377.744;790.712;158.211;2331.96;1619.34;902.698;636.763;520.406;822.962;162.771;1028.5;356.027;1344.11;3017.55;1124.45;1429.99;458.016;1797.08;671.353;925.245;2007.68;207.622;310.775;251.199;2140.71;3274.54;2924.9;7827.05;1698.12;2668.42;2778.19;1314.3;742.613;253.404;1685.14;3801.43;91.2719;1845.06;3935.97;1740.54;271.008;2477.72;1028.14;840.666;3765.29;208.428;938.527;1845.55;3799.57;3009.36;228.946;939.47;490.938;3008.39;333.694;3280.57;1559.68;659.405;3728.4;1898.79;1492.19;156.545;3798.03;935.792;1635.42;162.133;2098.59;1143.93;3702.09;1628.66;3960.75;711.327;3640.79;665.344;186.193;1093.07;160.69;3340.57;1412.03;2128.21;1764.9;148.669;3879.08;3864.6;1057.35;0;3301.42;3866.93;1547.35;417.758;2450.96;3771.11;3757.64;3696.79;1597.71;1706.57;2491.99;1638.17;691.693;684.862;3778.08;792.852;674.943;759.783;3975.45;748.276;1632.36;839.31;1214.75;3797.45;882.739;1464.72;2458.18;3918.8;3438.11;151.604;1590.52;1887.5;1243.17;1584.05;
Boise;3465;1071.44;2328.7;3799.65;2074.17;3394.87;2398.71;3288.46;2947.49;3630.94;1171.37;651.134;834.152;2680.01;1200.01;1828.17;3472.03;1033.98;3464.69;3473.04;3304.29;1079.11;2235.7;823.827;551.954;2220.34;710.976;845.953;3523.08;2820.18;2991.54;2676.47;3458.41;2200.57;1870.32;2519.9;2766.51;3463.68;3154.62;3463.88;2275.8;3622.01;3373.85;473.316;2628.66;2433.91;3311.33;2764.07;3298.37;2625.12;1836.33;3504.53;3002.84;3524.53;2034.3;1355.91;1562.97;4554.6;1672.37;2522;1251.87;2774.4;2676.46;3092.48;3510.8;815.988;3345.33;1916.78;791.817;3602.16;3523.82;1092.72;3356.24;2462.1;1117.77;3406.95;2865.44;2649.15;947.99;438.226;3521.63;3211.74;2845.68;531.913;3575.95;1199.65;3609.24;2662.41;1118.23;1718.81;1859.78;3451.3;1101.82;3051.4;2271.63;3244.91;2016.85;2161.81;541.54;3679.44;819.268;3154.79;1097.05;3270.1;3211.68;2809.14;3300.33;461.705;3459.18;2055.87;3638.87;3429.41;757.251;1076.23;3156.82;3301.42;0;775.457;3529.32;2915.07;1047.99;1094.5;1004.43;1013.47;2942.29;2053.46;2441.91;2587.71;3190.07;2616.56;1106.08;2555.14;2632.89;3309.79;789.092;2555.3;2856.16;2726.28;2718.97;1039.84;2997.63;1841.14;981.153;780.727;849.666;3416.04;3505.22;2310.99;2102.1;2060.93;
Modesto;4024.31;456.251;2868.4;4041.39;2259.73;3938.41;2514.89;3804.9;3310.11;4224.02;923.369;1115.34;127.4;3243.29;640.007;2441.55;3730.37;1417.28;4023.2;4033.68;3829.7;524.414;2679.73;533.747;888.979;2264.67;111.071;83.4441;3803.3;3368.8;3525.2;3163.84;4019.04;2286.55;2303.19;3014.84;3279.4;3945.27;3577.15;4025.93;2844.36;4206.82;3687.83;855.576;3030.06;2779.38;3800.06;2974.95;3747.9;3083.51;2106.42;4074.22;3585.89;4104.79;2209.4;1105.43;1476.61;3965.74;2172.29;2483.81;1314.42;3109.32;3179.79;3682.91;3754.98;143.088;3897.71;2231.93;95.3198;3839.23;4109.87;1422.96;3736.22;3032.26;540.418;3998.18;3282.76;2852.62;308.903;872.027;4094.07;3609.31;3386.79;859.134;4166.36;962.598;3887.21;3209.36;568.318;2076.94;2376.75;4008.02;497.253;3454.9;2581.08;3786.7;2210.61;2728.68;235.116;3946.94;108.106;3599.63;611.199;3720.92;3803.27;3195.4;3840.12;1152.49;3761.46;2232.06;3872.89;4004.93;46.4399;416.274;3530.79;3866.93;775.457;0;3805.3;3459.39;1429.5;508.835;414.184;476.465;3197.97;2385.99;2461;2853.56;3637.48;3191.73;517.204;3084.67;3192.41;3742.46;174.182;3122.26;3106.08;3188.42;3084.51;423.087;3415.86;2453.96;1410.8;79.335;560.766;3964.61;3770.35;2532.85;2626.74;2438.91;
