Kingston,47.8014,-122.4989,
Silverton,48.0784,-121.5671,
Vader,46.4045,-122.9569,643
Donald,46.4737,-120.3923,
Miles,47.9107,-118.2925,
Asotin,46.3371,-117.0433,1295
Joyce,48.1365,-123.7341,
Eagledale,47.6143,-122.5154,
Port Ludlow,47.9101,-122.7006,
Loomis,48.8235,-119.6398,
New London,47.0573,-123.9271,
Desert Aire,46.6873,-119.9311,
Poulsbo,47.7417,-122.6407,10670
Cedonia,48.1538,-118.1692,
Union,47.3475,-123.0952,
Suquamish,47.7237,-122.5830,
Deep Creek,47.6429,-117.7122,
Yoman,47.1865,-122.7062,
Cordell,48.8665,-119.4120,
Hoquiam,46.9863,-123.9023,8500
Hay,46.6788,-117.9158,
Nespelem,48.1670,-118.9722,313
Ephrata,47.3119,-119.5344,7275
Kent,47.3887,-122.2128,128458
Mukilteo,47.9094,-122.3035,21469
Boise,47.1804,-122.0157,
Kirkland,47.6997,-122.2041,88630
Waitsburg,46.2696,-118.1510,1195
Ridgecrest,47.7473,-122.3179,
Freeman,47.5182,-117.1958,
Dallesport,45.6316,-121.1749,
Redmond,47.6762,-122.1166,64291
Wilkeson,47.1034,-122.0495,507
Sisco Heights,48.1188,-122.1076,
Lewisville,45.8127,-122.5144,
Kennard Corner,47.8201,-122.2076,
Benge,46.9093,-118.1025,
Granger,46.3455,-120.1925,3542
Yarrow Point,47.6452,-122.2179,1126
Lost Creek,48.6094,-117.3636,
Moxee City,46.5537,-120.3831,
Hockinson,45.7301,-122.4833,
Oakville,46.8403,-123.2333,684
Tukwila,47.4748,-122.2727,20144
Mabana,48.0945,-122.4151,
Kangley,47.3618,-121.8801,
Clallam Bay,48.2536,-124.2579,
Newport,48.1790,-117.0549,2635
Enetai,47.5885,-122.6058,
Clearview,47.8292,-122.1452,
Sahalee,47.6348,-122.0554,
Yelm,46.9398,-122.6261,16504
Midway,47.3048,-122.5896,
Olympia,47.0418,-122.8959,196078
Endicott,46.9282,-117.6868,305
Lind,46.9703,-118.6162,556
Fife,47.2328,-122.3517,10154
Newport Hills,47.5409,-122.1765,
Upper Mill,47.1934,-121.9271,
Upper Preston,47.5051,-121.9076,
Pateros,48.0536,-119.8994,701
Nordland,48.0509,-122.6910,
Tyler,47.4360,-117.7835,
Camden,48.0474,-117.2399,
Palisades,47.4190,-119.9145,
Rockport,48.4854,-121.6065,
Port Orchard,47.5160,-122.6615,13997
Preston,47.5237,-121.9271,
Tieton,46.7026,-120.7560,1294
Rochester,46.8288,-123.0722,
Bingen,45.7139,-121.4704,729
Harbour Pointe,47.8857,-122.3051,
Wellpinit,47.8879,-117.9880,
Glacier,48.8902,-121.9323,
Farmington,47.0887,-117.0464,154
Eastsound,48.6968,-122.9055,
Central Park,46.9705,-123.7018,
Bremerton,47.5436,-122.7122,216480
Friday Harbor,48.5324,-123.0656,2407
Carnation,47.6446,-121.9048,2164
Lake Shore,45.6911,-122.6911,
Houghton,47.6609,-122.2060,
Lester,47.2093,-121.4940,
Lake Stevens,48.0029,-122.0960,32785
Mineral,46.7193,-122.1859,
Lake Stickney,47.8709,-122.2596,
Acme,48.7146,-122.2293,
Oyehut,47.0232,-124.1631,
Mossyrock,46.5305,-122.4887,789
Bridgeport,48.0063,-119.6737,2555
Fobes Hill,47.9391,-122.1341,
Rosario,48.6487,-122.8760,
Brewster,48.1034,-119.7751,2343
Fox Island,47.2475,-122.6255,
Canyon Park,47.7909,-122.1926,
Rock Island,47.3743,-120.1382,1015
High Rock,47.8129,-121.9826,
Rockford,47.4513,-117.1307,477
Erlands Point,47.5998,-122.6929,
Montesano,47.0102,-123.5858,8494
Gorst,47.5237,-122.7057,
Johnson,46.6316,-117.1379,
Alderton,47.1718,-122.2192,
Dusty,46.8102,-117.6519,
Tekoa,47.2247,-117.0731,809
Bay Center,46.6211,-123.9533,
La Center,45.8586,-122.6767,3171
Mazama,48.5921,-120.4040,
Selleck,47.3757,-121.8684,
Amanda Park,47.4532,-123.9194,
Doris,46.8676,-120.0098,
Sunnydale,47.4632,-122.3337,
Van Zandt,48.7890,-122.1918,
McDonald,47.0713,-119.2156,
Moclips,47.2348,-124.2025,
Ocean Park,46.4961,-124.0443,
West Valley,46.5921,-120.6051,
Thompson Place,47.0554,-122.7835,
Dungeness,48.1468,-123.1232,
Birch Bay,48.9230,-122.7543,
Stratford,47.4268,-119.2816,
Ione,48.7402,-117.4223,459
Tacoma,47.2431,-122.4531,213418
Barberton,45.7136,-122.6114,
Yacolt,45.8650,-122.4059,1735
Coulee Dam,47.9688,-118.9761,1079
Almota,46.7029,-117.4694,
Skamokawa,46.2704,-123.4571,
Woodinville,47.7569,-122.1478,11997
Swinomish Village,48.4082,-122.5113,
Methow,48.1289,-120.0056,
Bay View,48.4870,-122.4628,
Newaukum,47.2573,-122.1018,
Kalaloch,47.6045,-124.3724,
Meadow Glade,45.7524,-122.5614,
Disautel,48.3450,-119.2299,
Copalis Crossing,47.1079,-124.0693,
Burley,47.4166,-122.6377,
Riverside,48.5047,-119.5102,273
Ocean Shores,46.9685,-124.1521,5553
Bethel,47.4874,-122.6175,
Grisdale,47.3570,-123.6124,
South Hill,47.1203,-122.2848,
Island View,46.2393,-119.2233,
Winona,46.9457,-117.8005,
Leadpoint,48.9094,-117.5875,
Brooklyn,46.7762,-123.5099,
Mansfield,47.8119,-119.6380,339
Sequim,48.0747,-123.0944,20750
Esperance,47.7937,-122.3469,
Springdale,48.0572,-117.7466,293
Okanogan,48.3671,-119.5783,2571
Cedar Mountain,47.4482,-122.0732,
Moses Lake,47.1285,-119.2741,37774
Littlerock,46.9018,-123.0179,
Trentwood,47.6966,-117.2108,
Mabton,46.2115,-119.9938,2532
Klickitat,45.8180,-121.1626,
Puyallup,47.1794,-122.2902,41001
Cinebar,46.6043,-122.5318,
San de Fuca,48.2351,-122.7232,
Cathlamet,46.2056,-123.3835,553
Richardson,48.4515,-122.8988,
Sumner,47.2189,-122.2338,10093
Davenport,47.6551,-118.1519,1708
Cliffdell,46.9213,-121.0420,
Fall City,47.5717,-121.9134,
Dockton,47.3718,-122.4593,
Conway,48.3356,-122.3444,
Marshall,47.5649,-117.4994,
Walla Walla,46.0670,-118.3365,57779
Canterwood,47.3766,-122.6022,
Lexington,46.1873,-122.9054,
Country Homes,47.7478,-117.4196,
Altoona,46.2699,-123.6144,
South Cle Elum,47.1862,-120.9525,560
Waldron,48.6876,-123.0369,
Chesaw,48.9460,-119.0514,
Sunnyslope,47.5045,-122.7290,
Olympic View,47.6940,-122.7404,
Hood,45.7248,-121.5581,
Elbe,46.7652,-122.1946,
Venice,47.6670,-122.5799,
Cumberland,47.2829,-121.9271,
Ostrander,46.1926,-122.8921,
Cohassett Beach,46.8655,-124.1053,
Deming,48.8381,-122.2313,
Sekiu,48.2637,-124.3012,
Terrace Heights,46.6024,-120.4482,
Nemah,46.5120,-123.8860,
Neilton,47.4031,-123.8782,
Grays River,46.3608,-123.5890,
Ashford,46.7537,-122.0113,
Boistfort,46.5351,-123.1337,
Shore Acres,47.3104,-122.5715,
Bothell,47.7736,-122.2044,45533
South Broadway,46.5662,-120.5167,
Edwall,47.5046,-117.9511,
Georgetown,47.3576,-121.9737,
Maryhill,45.6928,-120.8070,
Huntsville,46.2871,-118.1072,
Greenbank,48.0982,-122.5729,
Murphys Corner,47.8782,-122.2068,
Tokeland,46.7090,-123.9840,
Felida,45.7138,-122.7103,
Fairview,47.6215,-122.6685,
Tumwater,46.9890,-122.9172,22973
Uniontown,46.5391,-117.0861,343
Coupeville,48.2172,-122.6775,1928
River Road,48.0677,-123.1276,
Duvall,47.7354,-121.9725,7813
Marcus,48.6642,-118.0601,183
Seattle Heights,47.8104,-122.3240,
Strandell,48.9121,-122.3582,
Key Center,47.3376,-122.7506,
Hanford,46.5837,-119.3878,
Grand Mound,46.8053,-123.0119,
Taholah,47.3283,-124.2728,
Port Blakely,47.5973,-122.5101,
Malone,46.9779,-123.3035,
Boston Harbor,47.1384,-122.9010,
Rainier,46.8917,-122.6867,2126
Menlo,46.6215,-123.6471,
Azwell,47.9371,-119.8765,
Glendale,47.9395,-122.3585,
Monroe,47.8596,-121.9853,18789
Sawyer,46.4565,-120.3614,
Clarkston,46.4152,-117.0502,7396
Spanaway,47.0979,-122.4233,
Gig Harbor,47.3353,-122.5968,9507
Big Lake,48.3933,-122.2422,
Smyrna,46.8393,-119.6623,
Carlton,48.2482,-120.1162,
Monitor,47.4868,-120.4181,
Des Moines,47.3914,-122.3154,31238
Lucerne,48.2024,-120.5912,
Carlisle,47.1548,-124.0985,
Metaline Falls,48.8616,-117.3705,245
Breidablick,47.8020,-122.6493,
Snohomish,47.9277,-122.0970,10089
Richland,46.2826,-119.2938,56243
Parkland,47.1417,-122.4376,
Veradale,47.6568,-117.1963,
Kummer,47.2868,-122.0212,
Woodland,45.9149,-122.7504,6531
Washougal,45.5812,-122.3433,15711
Boyds,48.7244,-118.1322,
Bonney Lake,47.1788,-122.1699,20675
South Prairie,47.1373,-122.0940,443
Larimers Corner,47.8918,-122.1446,
Porter,46.9489,-123.2736,
Lisabeula,47.4073,-122.5176,
Saint John,47.0915,-117.5887,561
Spokane Valley,47.6625,-117.2346,97847
Lake Cavanaugh,48.3225,-122.0121,
Bellevue,47.5953,-122.1551,144444
Custer,48.9143,-122.6397,
Orcas,48.5979,-122.9446,
Diablo,48.7135,-121.1412,
Christopher,47.3340,-122.2321,
Midvale Corner,47.9926,-122.4176,
Marysville,48.0809,-122.1558,166541
Newcastle,47.5303,-122.1633,11681
North Bend,47.4898,-121.7738,6821
Snoqualmie,47.5293,-121.8412,26054
Three Lakes,47.9420,-121.9924,
Kendall,48.9167,-122.1382,
Kanaskat,47.3204,-121.8937,
Schrag,47.0732,-118.8542,
Wilbur,47.7582,-118.7115,839
Enumclaw,47.2017,-121.9897,11784
Nile,46.8368,-120.9455,
Alderwood Manor,47.8146,-122.2677,
Clarkston Heights,46.3963,-117.0824,
Pacific Beach,47.2150,-124.1967,
Napavine,46.5844,-122.9007,1893
Hatton,46.7735,-118.8277,101
Shelton,47.2188,-123.1127,19296
Chimacum,48.0109,-122.7688,
Naselle,46.3650,-123.8013,
Grotto,47.7362,-121.4234,
Sunrise Beach,47.3234,-122.6979,
Bellingham,48.7543,-122.4687,126015
Castle Rock,46.2718,-122.9057,2833
Pine City,47.2024,-117.5244,
Nooksack,48.9276,-122.3212,1560
Elma,47.0074,-123.4055,3092
Kenmore,47.7532,-122.2459,22867
Ellensburg,46.9994,-120.5470,23471
Belmont,47.0879,-117.1624,
DuPont,47.1079,-122.6496,9487
Long Beach,46.3559,-124.0557,1413
Seabeck,47.6437,-122.8219,
Granite Falls,48.0874,-121.9704,6565
Tonasket,48.7080,-119.4417,1126
Otis Orchards,47.7005,-117.1063,
Milton,47.2522,-122.3154,8230
West Pasco,46.2497,-119.1684,
Badger,46.2001,-119.3595,
Lamont,47.2007,-117.9049,74
Ravensdale,47.3563,-121.9692,
Rollingbay,47.6645,-122.5101,
Rocky Point,47.5875,-122.6665,
Garrett,46.0633,-118.3876,
Palouse,46.9103,-117.0751,1055
Grayland,46.8304,-124.0898,
Gilberton,47.6390,-122.6049,
Withrow,47.7049,-119.8087,
Stanwood,48.2448,-122.3431,7161
Ayer,46.5963,-118.3483,
Sudden Valley,48.7199,-122.3468,
Meridian,47.6695,-122.3304,
Aberdeen Gardens,47.0587,-123.7791,
Possession,47.9176,-122.3762,
Benton City,46.2624,-119.4814,4591
Bickleton,46.0056,-120.3081,
Elmer City,48.0000,-118.9534,247
Doty,46.6345,-123.2776,
East Wenatchee,47.4172,-120.2809,13983
Newman Lake,47.7768,-117.0949,
Freeland,48.0185,-122.5358,
Indianola,47.7566,-122.5142,
Cowiche,46.6729,-120.7154,
Husum,45.7993,-121.4870,
Alderdale,45.8349,-119.9209,
Lamona,47.3593,-118.4825,
Skokomish,47.3298,-123.1579,
Vaughn,47.3550,-122.7773,
Ruby,48.5221,-117.2991,
Bryant,48.2400,-122.1638,
Coalfield,47.5026,-122.1218,
Swede Heaven,48.2829,-121.7136,
Spokane,47.6671,-117.4330,403043
Brady,47.0064,-123.5321,
Spring Glen,47.5612,-121.8615,
Hoodsport,47.4020,-123.1542,
Leavenworth,47.5948,-120.6633,3332
Tanglewilde,47.0512,-122.7809,
Bow,48.5618,-122.3982,
Carlsborg,48.0842,-123.1697,
North Lynnwood,47.8533,-122.2762,
Cedar Falls,47.4254,-121.7768,
Chelan,47.8417,-120.0270,6078
Wilson Creek,47.4230,-119.1176,212
Latah,47.2822,-117.1557,187
Brownsville,47.6557,-122.6165,
Amber,47.3518,-117.7116,
Zenith,47.3865,-122.3232,
Goodnoe Hills,45.7512,-120.4803,
Camas,45.6003,-122.4306,23331
Olalla,47.4293,-122.5457,
Basin City,46.5891,-119.1567,
Blaine,48.9839,-122.7414,5311
Oroville,48.9421,-119.4304,1674
Orchards,45.6888,-122.5305,
Union Gap,46.5567,-120.4969,6161
Mead,47.7795,-117.3500,
Manzanita,47.6762,-122.5596,
