Prairie Ridge,47.1443,-122.1408,
Edison,48.5602,-122.4311,
Packwood,46.6085,-121.6702,
Wautauga Beach,47.5862,-122.5482,
Harper,47.5207,-122.5196,
Telma,47.8432,-120.8157,
Kahlotus,46.6437,-118.5565,199
Mondovi,47.6813,-118.0164,
Washtucna,46.7540,-118.3106,204
Pleasant Hill,47.6154,-121.9096,
Toledo,46.4412,-122.8493,751
Wabash,47.2429,-122.0576,
Renton,47.4758,-122.1905,101379
Chehalis,46.6637,-122.9647,7533
Marcellus,47.2335,-118.4053,
Central Valley,47.6632,-122.6499,
Ralston,46.9838,-118.3427,
Lake City,47.1487,-122.5512,
Megler,46.2509,-123.8576,
Alder,46.7872,-122.2666,
Goose Prairie,46.8951,-121.2670,
Belvedere,48.0499,-118.9850,
Waverly,47.3381,-117.2313,108
Turner Corner,47.8045,-122.1435,
Lofall,47.8114,-122.6563,
Kennydale,47.5207,-122.2068,
Easton,47.2405,-121.1733,
Navy Yard City,47.5508,-122.6655,
Mercer Island,47.5625,-122.2265,25261
Lynnwood,47.8285,-122.3034,38273
Coulee City,47.6120,-119.2892,567
Douglas,47.6212,-120.0048,
Centralia,46.7226,-122.9695,41643
Colbert,47.8266,-117.3419,
Bryn Mawr,47.5034,-122.2329,
Silverdale,47.6663,-122.6828,
Lyle,45.6956,-121.2805,
Malott,48.2919,-119.6955,
Mountlake Terrace,47.7920,-122.3076,21337
Ilwaco,46.3108,-124.0422,945
Fairwood,47.4467,-122.1430,
Warm Beach,48.1649,-122.3442,
Thomas,47.3537,-122.2290,
Parker,46.5022,-120.4668,
Steptoe,47.0075,-117.3502,
Vail,46.8451,-122.6562,
Magnolia Beach,47.3820,-122.4832,
Lakeview,47.1593,-122.4982,
Shaw Island,48.5843,-122.9291,
Oakesdale,47.1305,-117.2465,442
Rosburg,46.3076,-123.6344,
Seattle,47.6211,-122.3244,3643765
Onalaska,46.5783,-122.7112,
George,47.0846,-119.8598,507
Index,47.8212,-121.5556,205
Winchester,47.2490,-119.7198,
Chelatchie,45.9279,-122.3795,
Allentown,47.4943,-122.2762,
Novelty,47.7090,-121.9846,
Rosalia,47.2363,-117.3770,567
Richmond Beach,47.7695,-122.3901,
Lakota,47.3329,-122.3723,
Liberty Lake,47.6687,-117.1032,9893
Airway Heights,47.6459,-117.5792,8166
Reardan,47.6698,-117.8778,582
Farmer,47.6126,-119.8120,
Brier,47.7922,-122.2734,6884
Robe,48.0973,-121.8135,
Elk Plain,47.0448,-122.3671,
Port Townsend,48.1220,-122.7872,8804
Ocean City,47.0762,-124.1619,
Boulevard Park,47.5135,-122.3159,
Newhalem,48.6737,-121.2473,
Ford,47.9082,-117.8058,
Waterville,47.6480,-120.0707,1198
Quinault,47.4670,-123.8455,
Humptulips,47.2491,-123.9348,
Hamilton,48.5282,-121.9834,309
Oak Harbor,48.2965,-122.6330,34663
Naches,46.7274,-120.6945,827
Hooper,46.7749,-118.1486,
Anacortes,48.4878,-122.6292,17955
Kettle Falls,48.6055,-118.0620,1611
Walnut Grove,45.6769,-122.6072,
Salkum,46.5321,-122.6259,
Cunningham,46.8221,-118.8064,
Irby,47.3593,-118.8511,
Electric City,47.9220,-119.0475,1001
Burbank,46.1991,-118.9728,
Silver Lake,46.2973,-122.8107,
Dash Point,47.3131,-122.4153,
Pataha,46.4732,-117.5366,
Laurel,45.9440,-121.3801,
Woods Creek,47.8821,-121.8982,
McKenna,46.9365,-122.5500,
Revere,47.0813,-117.9302,
Kalama,46.0171,-122.8393,3794
Grandview,46.2431,-119.9084,18858
Winthrop,48.4716,-120.1790,439
Maltby,47.8027,-122.1044,
Spangle,47.4299,-117.3812,307
Blanchard,48.5934,-122.4166,
Artondale,47.3023,-122.6398,
May Creek,47.8555,-121.6744,
Home,47.2790,-122.7744,
Vashon,47.4122,-122.4726,
Snoqualmie Falls,47.5398,-121.8098,
Laurier,48.9974,-118.2248,
Quincy,47.2345,-119.8520,7756
Lake McMurray,48.3129,-122.2317,
Martha Lake,47.8480,-122.2326,
Ariel,45.9568,-122.5709,
Loon Lake,48.0685,-117.6298,
Thornton,47.1207,-117.3896,
Starbuck,46.5183,-118.1247,131
Ronald,47.2338,-121.0335,
Kelso,46.1248,-122.8908,12130
Meadowdale,47.8583,-122.3156,
Cottage Lake,47.7466,-122.0755,
Cheney,47.4902,-117.5789,12421
Woodway,47.7903,-122.3851,1378
Lacey,47.0450,-122.7931,49748
Harrah,46.4070,-120.5423,636
Allyn,47.3863,-122.8386,
South Bend,46.6680,-123.8008,1651
Barstow,48.7783,-118.1329,
Tiger,48.6916,-117.4077,
Warden,46.9681,-119.0515,2716
Junction City,46.9713,-123.7651,
Blyn,48.0131,-122.9897,
Lakebay,47.2570,-122.7585,
Tahuya,47.3712,-123.0557,
Waukon,47.5396,-117.8433,
Kitsap Lake,47.5829,-122.7085,
Sultan,47.8702,-121.8041,8803
Plain,47.7626,-120.6573,
Tanner,47.4813,-121.6922,
Stehekin,48.3093,-120.6565,
Edmonds,47.8114,-122.3533,42209
North Hill,47.4193,-122.3235,
Zillah,46.4083,-120.2718,3125
Monse,48.1413,-119.6778,
Lake Forest Park,47.7596,-122.2879,13392
Chinook,46.2755,-123.9425,
Albion,46.7916,-117.2511,608
Skykomish,47.7103,-121.3584,216
Yakima,46.5923,-120.5496,133233
Pacific,47.2610,-122.2507,7184
Wishram,45.6599,-120.9698,
Cascade Valley,47.1371,-119.3272,
Cathcart,47.8525,-122.1058,
Brush Prairie,45.7250,-122.5483,
Amboy,45.9122,-122.4795,
Centerville,45.7540,-120.9081,
Verlot,48.1002,-121.7679,
Alstown,47.5610,-119.9951,
Synarep,48.5210,-119.3309,
Annapolis,47.5476,-122.6207,
Port Gamble,47.8543,-122.5838,
Eatonville,46.8682,-122.2697,3038
Similk Beach,48.4479,-122.5779,
Cougar,46.0515,-122.2995,
Eglon,47.8626,-122.5146,
Paterson,45.9371,-119.6028,
Tenino,46.8537,-122.8607,1830
Minnehaha,45.6577,-122.6204,
Raymond,46.6838,-123.7381,4136
Alger,48.6176,-122.3369,
Roy,46.9971,-122.5423,820
Almira,47.7105,-118.9369,276
Fragaria,47.4640,-122.5312,
Green Bluff,47.8190,-117.2770,
Woodmont Beach,47.3615,-122.3121,
Frances,46.5423,-123.5049,
Lynden,48.9503,-122.4544,17340
Clayton,48.0012,-117.5611,
Everson,48.9123,-122.3510,4709
White Swan,46.3769,-120.7382,
Camano,48.1865,-122.4708,
Cedar Grove,47.4357,-122.0621,
Winton,47.7354,-120.7412,
East Olympia,46.9676,-122.8357,
Sunset Beach,47.2182,-122.5726,
Belfair,47.4512,-122.8473,
Oso,48.2836,-121.9238,
Federal Way,47.3090,-122.3359,96690
Scandia,47.7165,-122.6579,
Quilcene,47.8369,-122.9058,
Covada,48.2204,-118.2089,
Keyport,47.6993,-122.6232,
Juanita,47.7032,-122.2071,
Molson,48.9810,-119.2006,
Daisy,48.3613,-118.1600,
Sumas,48.9956,-122.2695,1464
Mill Creek,47.8633,-122.2034,20832
Lakewood,47.1628,-122.5299,60296
Venersborg,45.7860,-122.4721,
West Lake Sammamish,47.5776,-122.1012,
Port Angeles,48.1142,-123.4565,23865
Longview,46.1460,-122.9630,65619
Fairmont,47.9020,-122.2543,
Wapato,46.4434,-120.4215,7686
East Port Orchard,47.5193,-122.6183,
North Omak,48.4440,-119.4459,
East Farms,47.7074,-117.0524,
Eschbach,46.6670,-120.6337,
Chattaroy,47.8896,-117.3577,
Inchelium,48.3378,-118.2372,
Maxwelton,47.9373,-122.4443,
White Center,47.5086,-122.3480,
Medical Lake,47.5713,-117.6893,4818
Lyman,48.5230,-122.0634,468
Arlington,48.1697,-122.1446,19212
Ruston,47.2982,-122.5100,828
McCleary,47.0584,-123.2723,1691
Sammamish,47.6019,-122.0419,64548
Covington,47.3668,-122.1044,20916
McMillin,47.1286,-122.2374,
La Grande,46.8199,-122.2962,
Cromwell,47.2743,-122.6224,
Berrydale,47.3398,-122.1279,
Wenatchee,47.4338,-120.3285,71512
Urban,48.6179,-122.6921,
Maplewood,47.3715,-122.5689,
Marys Corner,46.5471,-122.8226,
Mattawa,46.7364,-119.9019,5122
Cove,47.4520,-122.5079,
Chico,47.6234,-122.7198,
Maple Falls,48.9135,-122.1049,
Colvos,47.4762,-122.4907,
Ames Lake,47.6346,-121.9664,
Ellisforde,48.7899,-119.4012,
Selah,46.6482,-120.5389,7859
Pine Lake,47.5787,-122.0462,
Tampico,46.5325,-120.8727,
Colton,46.5675,-117.1285,467
Usk,48.3138,-117.2797,
Cle Elum,47.1946,-120.9553,3768
Omak,48.4227,-119.5159,8130
Eureka,46.3032,-118.6167,
Harrington,47.4802,-118.2553,411
Sedro-Woolley,48.5113,-122.2320,11838
Cherry Grove,45.8021,-122.5764,
La Push,47.9087,-124.6366,
Lake Ketchum,48.2820,-122.3480,
Arletta,47.2901,-122.6676,
Opportunity,47.6574,-117.2399,
Glenoma,46.5146,-122.1601,
Curlew,48.8777,-118.6045,
Hartline,47.6894,-119.1081,154
Midland,47.1734,-122.4120,
Adna,46.6290,-123.0612,
Roslyn,47.2507,-121.0987,947
Deer Park,47.9642,-117.4397,3868
Tracyton,47.6095,-122.6533,
Hunts Point,47.6420,-122.2290,434
Koontzville,48.0157,-118.9472,
Fruitland,48.0710,-118.1989,
Chewelah,48.2929,-117.7336,2637
Mohler,47.4049,-118.3291,
East Renton Highlands,47.4718,-122.0854,
Sunnyside,46.3159,-120.0058,17927
Long Lake,47.8360,-117.8488,
Wauna,47.3861,-122.6693,
Liberty,47.2537,-120.6654,
Normandy Park,47.4344,-122.3436,6649
Mirrormont,47.4616,-121.9936,
Parkwood,47.5265,-122.5986,
Jamestown,48.1229,-123.0911,
Forks,47.9526,-124.3904,4274
Wallula,46.0847,-118.9056,
Nighthawk,48.9665,-119.6420,
SeaTac,47.4445,-122.2986,29140
Royal City,46.9000,-119.6142,2205
Beaux Arts Village,47.5854,-122.2009,326
Steilacoom,47.1700,-122.5935,6337
Northport,48.9159,-117.7796,296
Eldon,47.5454,-123.0460,
Ridgefield,45.8116,-122.7052,7117
Ryderwood,46.3749,-123.0441,
Manchester,47.5519,-122.5517,
Vashon Heights,47.5057,-122.4654,
Salmon Creek,45.7099,-122.6632,
Vantage,46.9453,-119.9923,
Creston,47.7596,-118.5201,226
Soap Lake,47.3914,-119.4892,1579
Silver Firs,47.8635,-122.1497,
Plaza,47.3202,-117.3838,
Machias,47.9917,-122.0515,
Neah Bay,48.3612,-124.6115,
Malo,48.7998,-118.6119,
Clyde Hill,47.6303,-122.2180,3318
Marlin,47.4074,-118.9850,
North Yelm,46.9647,-122.6028,
Grand Coulee,47.9391,-119.0031,1042
Outlook,46.3311,-120.0923,
Clinton,47.9731,-122.3577,
Evans,48.7135,-118.0253,
Browns Point,47.3036,-122.4369,
Kennewick,46.1979,-119.1732,232915
North Marysville,48.1112,-122.1459,
Beaver Valley,47.9259,-122.7302,
Ahtanum,46.5581,-120.6099,
Carbonado,47.0805,-122.0536,701
Hyak,47.3929,-121.3929,
Arlington Heights,48.2119,-122.0631,
North Sultan,47.8827,-121.8251,
Pullman,46.7342,-117.1661,33276
Wymer,46.8260,-120.4598,
Adelaide,47.3309,-122.3604,
Peaceful Valley,48.9477,-122.1406,
West Richland,46.3115,-119.3997,14596
Fife Heights,47.2593,-122.3457,
Manson,47.8858,-120.1563,
Sprague,47.3048,-117.9713,441
Cosmopolis,46.9541,-123.7725,1624
Redondo,47.3484,-122.3235,
Waller,47.2035,-122.3699,
Addy,48.3588,-117.8372,
Matlock,47.2379,-123.4079,
Longbranch,47.2257,-122.7739,
North Bonneville,45.6425,-121.9689,999
Pomeroy,46.4737,-117.5967,1388
Colville,48.5454,-117.8986,5064
Palmer,47.3143,-121.8923,
Skyway,47.4915,-122.2543,
Medina,47.6256,-122.2338,3267
Algona,47.2820,-122.2503,3185
Nine Mile Falls,47.7757,-117.5461,
Black Diamond,47.3130,-122.0181,4436
Gold Bar,47.8566,-121.6927,2301
Mesa,46.5737,-119.0013,503
Cavalero Corner,47.9782,-122.1349,
Lilliwaup,47.4634,-123.1143,
La Conner,48.3927,-122.4945,3475
Sheridan Beach,47.7448,-122.2882,
Emden,47.1046,-118.1227,
Markham,46.9155,-123.9814,
Eltopia,46.4587,-119.0172,
Stevenson,45.6943,-121.8932,1555
Greenwater,47.1465,-121.6320,
Copalis Beach,47.1205,-124.1722,
Roosevelt,47.8923,-122.0123,
La Crosse,46.8014,-117.9026,324
Summit,47.1694,-122.3628,
Ohop,46.9457,-122.1907,
Malden,47.2296,-117.4731,209
Beverly,46.8368,-119.9331,
Prosser,46.2066,-119.7662,6264
Lake Roesiger,47.9839,-121.9129,
Fern Prairie,45.6370,-122.3963,
Maple Valley,47.3660,-122.0369,25758
Gifford,48.3063,-118.1464,
Auburn,47.3041,-122.2110,80776
Burton,47.3890,-122.4607,
Kewa,48.2010,-118.2786,
Carrolls,46.0715,-122.8623,
Bayne,47.2951,-121.9096,
East Cathlamet,46.1968,-123.3580,
Purdy,47.3938,-122.6114,
Kapowsin,46.9727,-122.2272,
Ketron,47.1569,-122.6343,
Connell,46.6626,-118.8404,5360
Lincoln,47.8290,-118.4150,
Clear Lake,48.4561,-122.2378,
Kittitas,46.9837,-120.4192,1491
Bucoda,46.7968,-122.8680,583
Ardenvoir,47.7373,-120.3690,
Ellisport,47.4204,-122.4354,
Bainbridge Island,47.6439,-122.5434,24522
Danville,48.9938,-118.5068,
Hazelwood,47.5509,-122.1915,
Holly,47.5576,-122.9785,
Valley,48.1730,-117.7245,
Republic,48.6477,-118.7326,1062
Odessa,47.3326,-118.6895,876
Edgewood,47.2309,-122.2832,11213
Burlington,48.4677,-122.3298,8783
Rice,48.4288,-118.1703,
Marengo,47.0257,-118.1886,
Cusick,48.3328,-117.2962,217
Virginia,47.7073,-122.6374,
Concrete,48.5371,-121.7512,729
Langley,48.0337,-122.4084,1124
Othello,46.8222,-119.1651,12375
North City,47.7557,-122.3135,
Hazel Dell,45.6797,-122.6553,
Colfax,46.9031,-117.3394,2811
Metaline,48.8540,-117.3899,178
Randle,46.5351,-121.9570,
Millwood,47.6856,-117.2806,1784
Snoqualmie Pass,47.4014,-121.4110,
Bangor,47.7209,-122.7460,
Thorp,47.0655,-120.6709,
Tahlequah,47.3326,-122.5073,
Prescott,46.2988,-118.3125,304
Buckley,47.1615,-122.0200,4819
Dalkena,48.2449,-117.2377,
Leland,47.8918,-122.8866,
Fruitvale,46.6179,-120.5531,
Port Hadlock,48.0318,-122.7582,
University Place,47.2148,-122.5460,33401
Morton,46.5575,-122.2815,1159
Deep River,46.3521,-123.6984,
Elberton,46.9813,-117.2213,
